n,register_e_symbol,omega_lower_case,omega_upper_case,liouville_function,prime_counter,tape_cp_n_start,register_psf_out,prime_square_free_counter,tape_psf_n_start,mobius_function_mu,mertens_function,semiprime,semiprime_counter
7698,M,3,3,-1,976,L,F,4682,C,-1,-4,false,2051
7699,P,1,1,-1,977,M,F,4683,S,-1,-5,false,2051
7700,M,4,6,1,977,M,S,4683,C,0,-5,false,2051
7701,M,3,3,-1,977,M,F,4684,C,-1,-6,false,2051
7702,M,2,2,1,977,L,F,4685,C,1,-5,true,2052
7703,P,1,1,-1,978,M,F,4686,S,-1,-6,false,2052
7704,M,3,6,1,978,M,S,4686,C,0,-6,false,2052
7705,M,3,3,-1,978,M,F,4687,C,-1,-7,false,2052
7706,M,2,2,1,978,M,F,4688,C,1,-6,true,2053
7707,M,3,3,-1,978,M,F,4689,S,-1,-7,false,2053
7708,M,3,4,1,978,M,S,4689,C,0,-7,false,2053
7709,M,2,2,1,978,M,F,4690,C,1,-6,true,2054
7710,M,4,4,1,978,M,F,4691,C,1,-5,false,2054
7711,M,2,2,1,978,M,F,4692,S,1,-4,true,2055
7712,M,2,6,1,978,M,S,4692,S,0,-4,false,2055
7713,M,2,3,-1,978,M,S,4692,C,0,-4,false,2055
7714,M,4,4,1,978,M,F,4693,C,1,-3,false,2055
7715,M,2,2,1,978,M,F,4694,S,1,-2,true,2056
7716,M,3,4,1,978,L,S,4694,C,0,-2,false,2056
7717,P,1,1,-1,979,M,F,4695,C,-1,-3,false,2056
7718,M,3,3,-1,979,M,F,4696,C,-1,-4,false,2056
7719,M,3,3,-1,979,M,F,4697,S,-1,-5,false,2056
7720,M,3,5,-1,979,M,S,4697,C,0,-5,false,2056
7721,M,2,2,1,979,M,F,4698,S,1,-4,true,2057
7722,M,4,6,1,979,L,S,4698,C,0,-4,false,2057
7723,P,1,1,-1,980,M,F,4699,S,-1,-5,false,2057
7724,M,2,3,-1,980,M,S,4699,S,0,-5,false,2057
7725,M,3,4,1,980,M,S,4699,C,0,-5,false,2057
7726,M,2,2,1,980,L,F,4700,C,1,-4,true,2058
7727,P,1,1,-1,981,M,F,4701,S,-1,-5,false,2058
7728,M,4,7,-1,981,M,S,4701,C,0,-5,false,2058
7729,M,2,2,1,981,M,F,4702,C,1,-4,true,2059
7730,M,3,3,-1,981,M,F,4703,S,-1,-5,false,2059
7731,M,2,3,-1,981,M,S,4703,S,0,-5,false,2059
7732,M,2,3,-1,981,M,S,4703,C,0,-5,false,2059
7733,M,3,3,-1,981,M,F,4704,C,-1,-6,false,2059
7734,M,3,3,-1,981,M,F,4705,C,-1,-7,false,2059
7735,M,4,4,1,981,M,F,4706,S,1,-6,false,2059
7736,M,2,4,1,981,M,S,4706,C,0,-6,false,2059
7737,M,2,2,1,981,M,F,4707,C,1,-5,true,2060
7738,M,3,3,-1,981,M,F,4708,C,-1,-6,false,2060
7739,M,2,2,1,981,M,F,4709,S,1,-5,true,2061
7740,M,4,6,1,981,L,S,4709,C,0,-5,false,2061
7741,P,1,1,-1,982,M,F,4710,S,-1,-6,false,2061
7742,M,3,4,1,982,M,S,4710,C,0,-6,false,2061
7743,M,3,3,-1,982,M,F,4711,S,-1,-7,false,2061
7744,M,2,8,1,982,M,S,4711,C,0,-7,false,2061
7745,M,2,2,1,982,M,F,4712,C,1,-6,true,2062
7746,M,3,3,-1,982,M,F,4713,C,-1,-7,false,2062
7747,M,2,2,1,982,M,F,4714,S,1,-6,true,2063
7748,M,3,4,1,982,M,S,4714,S,0,-6,false,2063
7749,M,3,5,-1,982,M,S,4714,S,0,-6,false,2063
7750,M,3,5,-1,982,M,S,4714,C,0,-6,false,2063
7751,M,2,2,1,982,M,F,4715,S,1,-5,true,2064
7752,M,4,6,1,982,L,S,4715,C,0,-5,false,2064
7753,P,1,1,-1,983,M,F,4716,C,-1,-6,false,2064
7754,M,2,2,1,983,M,F,4717,C,1,-5,true,2065
7755,M,4,4,1,983,M,F,4718,S,1,-4,false,2065
7756,M,3,4,1,983,L,S,4718,C,0,-4,false,2065
7757,P,1,1,-1,984,M,F,4719,S,-1,-5,false,2065
7758,M,3,4,1,984,L,S,4719,C,0,-5,false,2065
7759,P,1,1,-1,985,M,F,4720,S,-1,-6,false,2065
7760,M,3,6,1,985,M,S,4720,C,0,-6,false,2065
7761,M,3,3,-1,985,M,F,4721,C,-1,-7,false,2065
7762,M,2,2,1,985,M,F,4722,C,1,-6,true,2066
7763,M,2,2,1,985,M,F,4723,S,1,-5,true,2067
7764,M,3,4,1,985,M,S,4723,C,0,-5,false,2067
7765,M,2,2,1,985,M,F,4724,C,1,-4,true,2068
7766,M,3,3,-1,985,M,F,4725,S,-1,-5,false,2068
7767,M,2,3,-1,985,M,S,4725,S,0,-5,false,2068
7768,M,2,4,1,985,M,S,4725,C,0,-5,false,2068
7769,M,2,2,1,985,M,F,4726,C,1,-4,true,2069
7770,M,5,5,-1,985,M,F,4727,C,-1,-5,false,2069
7771,M,2,2,1,985,M,F,4728,S,1,-4,true,2070
7772,M,3,4,1,985,M,S,4728,C,0,-4,false,2070
7773,M,2,2,1,985,M,F,4729,S,1,-3,true,2071
7774,M,3,4,1,985,M,S,4729,S,0,-3,false,2071
7775,M,2,3,-1,985,M,S,4729,S,0,-3,false,2071
7776,M,2,10,1,985,M,S,4729,C,0,-3,false,2071
7777,M,3,3,-1,985,M,F,4730,C,-1,-4,false,2071
7778,M,2,2,1,985,M,F,4731,C,1,-3,true,2072
7779,M,2,2,1,985,M,F,4732,S,1,-2,true,2073
7780,M,3,4,1,985,M,S,4732,C,0,-2,false,2073
7781,M,2,2,1,985,M,F,4733,C,1,-1,true,2074
7782,M,3,3,-1,985,M,F,4734,C,-1,-2,false,2074
7783,M,2,2,1,985,M,F,4735,S,1,-1,true,2075
7784,M,3,5,-1,985,M,S,4735,S,0,-1,false,2075
7785,M,3,4,1,985,M,S,4735,C,0,-1,false,2075
7786,M,3,3,-1,985,M,F,4736,C,-1,-2,false,2075
7787,M,2,2,1,985,M,F,4737,S,1,-1,true,2076
7788,M,4,5,-1,985,L,S,4737,C,0,-1,false,2076
7789,P,1,1,-1,986,M,F,4738,C,-1,-2,false,2076
7790,M,4,4,1,986,M,F,4739,S,1,-1,false,2076
7791,M,3,4,1,986,M,S,4739,S,0,-1,false,2076
7792,M,2,5,-1,986,L,S,4739,C,0,-1,false,2076
7793,P,1,1,-1,987,M,F,4740,S,-1,-2,false,2076
7794,M,3,4,1,987,M,S,4740,C,0,-2,false,2076
7795,M,2,2,1,987,M,F,4741,S,1,-1,true,2077
7796,M,2,3,-1,987,M,S,4741,C,0,-1,false,2077
7797,M,3,3,-1,987,M,F,4742,C,-1,-2,false,2077
7798,M,3,3,-1,987,M,F,4743,C,-1,-3,false,2077
7799,M,2,2,1,987,M,F,4744,S,1,-2,true,2078
7800,M,4,7,-1,987,M,S,4744,C,0,-2,false,2078
7801,M,2,2,1,987,M,F,4745,C,1,-1,true,2079
7802,M,3,3,-1,987,M,F,4746,S,-1,-2,false,2079
7803,M,2,5,-1,987,M,S,4746,S,0,-2,false,2079
7804,M,2,3,-1,987,M,S,4746,C,0,-2,false,2079
7805,M,3,3,-1,987,M,F,4747,C,-1,-3,false,2079
7806,M,3,3,-1,987,M,F,4748,C,-1,-4,false,2079
7807,M,2,2,1,987,M,F,4749,S,1,-3,true,2080
7808,M,2,8,1,987,M,S,4749,C,0,-3,false,2080
7809,M,3,3,-1,987,M,F,4750,C,-1,-4,false,2080
7810,M,4,4,1,987,M,F,4751,C,1,-3,false,2080
7811,M,2,2,1,987,M,F,4752,S,1,-2,true,2081
7812,M,4,6,1,987,M,S,4752,C,0,-2,false,2081
7813,M,2,2,1,987,M,F,4753,C,1,-1,true,2082
7814,M,2,2,1,987,M,F,4754,C,1,0,true,2083
7815,M,3,3,-1,987,M,F,4755,S,-1,-1,false,2083
7816,M,2,4,1,987,L,S,4755,C,0,-1,false,2083
7817,P,1,1,-1,988,M,F,4756,C,-1,-2,false,2083
7818,M,3,3,-1,988,M,F,4757,C,-1,-3,false,2083
7819,M,2,2,1,988,M,F,4758,S,1,-2,true,2084
7820,M,4,5,-1,988,M,S,4758,S,0,-2,false,2084
7821,M,3,4,1,988,M,S,4758,C,0,-2,false,2084
7822,M,2,2,1,988,L,F,4759,C,1,-1,true,2085
7823,P,1,1,-1,989,M,F,4760,S,-1,-2,false,2085
7824,M,3,6,1,989,M,S,4760,S,0,-2,false,2085
7825,M,2,3,-1,989,M,S,4760,C,0,-2,false,2085
7826,M,4,4,1,989,M,F,4761,C,1,-1,false,2085
7827,M,2,2,1,989,M,F,4762,S,1,0,true,2086
7828,M,3,4,1,989,L,S,4762,C,0,0,false,2086
7829,P,1,1,-1,990,M,F,4763,S,-1,-1,false,2086
7830,M,4,6,1,990,M,S,4763,C,0,-1,false,2086
7831,M,2,2,1,990,M,F,4764,S,1,0,true,2087
7832,M,3,5,-1,990,M,S,4764,C,0,0,false,2087
7833,M,3,3,-1,990,M,F,4765,C,-1,-1,false,2087
7834,M,2,2,1,990,M,F,4766,C,1,0,true,2088
7835,M,2,2,1,990,M,F,4767,S,1,1,true,2089
7836,M,3,4,1,990,M,S,4767,C,0,1,false,2089
7837,M,2,2,1,990,M,F,4768,C,1,2,true,2090
7838,M,2,2,1,990,M,F,4769,S,1,3,true,2091
7839,M,3,4,1,990,M,S,4769,S,0,3,false,2091
7840,M,3,8,1,990,L,S,4769,C,0,3,false,2091
7841,P,1,1,-1,991,M,F,4770,C,-1,2,false,2091
7842,M,3,3,-1,991,M,F,4771,C,-1,1,false,2091
7843,M,3,3,-1,991,M,F,4772,S,-1,0,false,2091
7844,M,3,4,1,991,M,S,4772,C,0,0,false,2091
7845,M,3,3,-1,991,M,F,4773,C,-1,-1,false,2091
7846,M,2,2,1,991,M,F,4774,C,1,0,true,2092
7847,M,3,3,-1,991,M,F,4775,S,-1,-1,false,2092
7848,M,3,6,1,991,M,S,4775,C,0,-1,false,2092
7849,M,2,2,1,991,M,F,4776,S,1,0,true,2093
7850,M,3,4,1,991,M,S,4776,C,0,0,false,2093
7851,M,2,2,1,991,M,F,4777,S,1,1,true,2094
7852,M,3,4,1,991,L,S,4777,C,0,1,false,2094
7853,P,1,1,-1,992,M,F,4778,C,-1,0,false,2094
7854,M,5,5,-1,992,M,F,4779,C,-1,-1,false,2094
7855,M,2,2,1,992,M,F,4780,S,1,0,true,2095
7856,M,2,5,-1,992,M,S,4780,S,0,0,false,2095
7857,M,2,5,-1,992,M,S,4780,C,0,0,false,2095
7858,M,2,2,1,992,M,F,4781,C,1,1,true,2096
7859,M,2,2,1,992,M,F,4782,S,1,2,true,2097
7860,M,4,5,-1,992,M,S,4782,C,0,2,false,2097
7861,M,2,2,1,992,M,F,4783,C,1,3,true,2098
7862,M,2,2,1,992,M,F,4784,C,1,4,true,2099
7863,M,2,2,1,992,M,F,4785,S,1,5,true,2100
7864,M,2,4,1,992,M,S,4785,S,0,5,false,2100
7865,M,3,4,1,992,M,S,4785,S,0,5,false,2100
7866,M,4,5,-1,992,L,S,4785,C,0,5,false,2100
7867,P,1,1,-1,993,M,F,4786,S,-1,4,false,2100
7868,M,3,4,1,993,M,S,4786,C,0,4,false,2100
7869,M,3,3,-1,993,M,F,4787,C,-1,3,false,2100
7870,M,3,3,-1,993,M,F,4788,C,-1,2,false,2100
7871,M,2,2,1,993,M,F,4789,S,1,3,true,2101
7872,M,3,8,1,993,L,S,4789,C,0,3,false,2101
7873,P,1,1,-1,994,M,F,4790,C,-1,2,false,2101
7874,M,3,3,-1,994,M,F,4791,S,-1,1,false,2101
7875,M,3,6,1,994,M,S,4791,S,0,1,false,2101
7876,M,3,4,1,994,L,S,4791,C,0,1,false,2101
7877,P,1,1,-1,995,M,F,4792,C,-1,0,false,2101
7878,M,4,4,1,995,L,F,4793,C,1,1,false,2101
7879,P,1,1,-1,996,M,F,4794,S,-1,0,false,2101
7880,M,3,5,-1,996,M,S,4794,C,0,0,false,2101
7881,M,3,3,-1,996,M,F,4795,C,-1,-1,false,2101
7882,M,3,3,-1,996,L,F,4796,C,-1,-2,false,2101
7883,P,1,1,-1,997,M,F,4797,S,-1,-3,false,2101
7884,M,3,6,1,997,M,S,4797,C,0,-3,false,2101
7885,M,3,3,-1,997,M,F,4798,C,-1,-4,false,2101
7886,M,2,2,1,997,M,F,4799,C,1,-3,true,2102
7887,M,3,3,-1,997,M,F,4800,S,-1,-4,false,2102
7888,M,3,6,1,997,M,S,4800,S,0,-4,false,2102
7889,M,2,4,1,997,M,S,4800,C,0,-4,false,2102
7890,M,4,4,1,997,M,F,4801,C,1,-3,false,2102
7891,M,2,2,1,997,M,F,4802,S,1,-2,true,2103
7892,M,2,3,-1,997,M,S,4802,S,0,-2,false,2103
7893,M,2,3,-1,997,M,S,4802,C,0,-2,false,2103
7894,M,2,2,1,997,M,F,4803,C,1,-1,true,2104
7895,M,2,2,1,997,M,F,4804,S,1,0,true,2105
7896,M,4,6,1,997,M,S,4804,C,0,0,false,2105
7897,M,2,2,1,997,M,F,4805,C,1,1,true,2106
7898,M,3,3,-1,997,M,F,4806,C,-1,0,false,2106
7899,M,2,2,1,997,M,F,4807,S,1,1,true,2107
7900,M,3,5,-1,997,L,S,4807,C,0,1,false,2107
7901,P,1,1,-1,998,M,F,4808,S,-1,0,false,2107
7902,M,3,4,1,998,M,S,4808,C,0,0,false,2107
7903,M,2,2,1,998,M,F,4809,S,1,1,true,2108
7904,M,3,7,-1,998,M,S,4809,C,0,1,false,2108
7905,M,4,4,1,998,M,F,4810,C,1,2,false,2108
7906,M,3,3,-1,998,L,F,4811,C,-1,1,false,2108
7907,P,1,1,-1,999,M,F,4812,S,-1,0,false,2108
7908,M,3,4,1,999,M,S,4812,C,0,0,false,2108
7909,M,2,2,1,999,M,F,4813,C,1,1,true,2109
7910,M,4,4,1,999,M,F,4814,S,1,2,false,2109
7911,M,2,4,1,999,M,S,4814,S,0,2,false,2109
7912,M,3,5,-1,999,M,S,4814,C,0,2,false,2109
7913,M,2,2,1,999,M,F,4815,C,1,3,true,2110
7914,M,3,3,-1,999,M,F,4816,C,-1,2,false,2110
7915,M,2,2,1,999,M,F,4817,S,1,3,true,2111
7916,M,2,3,-1,999,M,S,4817,C,0,3,false,2111
7917,M,4,4,1,999,M,F,4818,C,1,4,false,2111
7918,M,3,3,-1,999,L,F,4819,C,-1,3,false,2111
7919,P,1,1,-1,1000,M,F,4820,S,-1,2,false,2111
7920,M,4,8,1,1000,M,S,4820,S,0,2,false,2111
7921,M,1,2,1,1000,M,S,4820,C,0,2,true,2112
7922,M,3,3,-1,1000,M,F,4821,C,-1,1,false,2112
7923,M,3,3,-1,1000,M,F,4822,S,-1,0,false,2112
7924,M,3,4,1,1000,M,S,4822,S,0,0,false,2112
7925,M,2,3,-1,1000,M,S,4822,C,0,0,false,2112
7926,M,3,3,-1,1000,L,F,4823,C,-1,-1,false,2112
7927,P,1,1,-1,1001,M,F,4824,S,-1,-2,false,2112
7928,M,2,4,1,1001,M,S,4824,S,0,-2,false,2112
7929,M,2,3,-1,1001,M,S,4824,C,0,-2,false,2112
7930,M,4,4,1,1001,M,F,4825,C,1,-1,false,2112
7931,M,3,3,-1,1001,M,F,4826,S,-1,-2,false,2112
7932,M,3,4,1,1001,L,S,4826,C,0,-2,false,2112
7933,P,1,1,-1,1002,M,F,4827,C,-1,-3,false,2112
7934,M,2,2,1,1002,M,F,4828,S,1,-2,true,2113
7935,M,3,4,1,1002,M,S,4828,S,0,-2,false,2113
7936,M,2,9,-1,1002,L,S,4828,C,0,-2,false,2113
7937,P,1,1,-1,1003,M,F,4829,S,-1,-3,false,2113
7938,M,3,7,-1,1003,M,S,4829,C,0,-3,false,2113
7939,M,2,2,1,1003,M,F,4830,S,1,-2,true,2114
7940,M,3,4,1,1003,M,S,4830,C,0,-2,false,2114
7941,M,2,2,1,1003,M,F,4831,S,1,-1,true,2115
7942,M,3,4,1,1003,M,S,4831,S,0,-1,false,2115
7943,M,2,3,-1,1003,M,S,4831,S,0,-1,false,2115
7944,M,3,5,-1,1003,M,S,4831,C,0,-1,false,2115
7945,M,3,3,-1,1003,M,F,4832,C,-1,-2,false,2115
7946,M,3,3,-1,1003,M,F,4833,S,-1,-3,false,2115
7947,M,2,3,-1,1003,M,S,4833,S,0,-3,false,2115
7948,M,2,3,-1,1003,L,S,4833,C,0,-3,false,2115
7949,P,1,1,-1,1004,M,F,4834,S,-1,-4,false,2115
7950,M,4,5,-1,1004,L,S,4834,C,0,-4,false,2115
7951,P,1,1,-1,1005,M,F,4835,S,-1,-5,false,2115
7952,M,3,6,1,1005,M,S,4835,C,0,-5,false,2115
7953,M,3,3,-1,1005,M,F,4836,C,-1,-6,false,2115
7954,M,3,3,-1,1005,M,F,4837,C,-1,-7,false,2115
7955,M,3,3,-1,1005,M,F,4838,S,-1,-8,false,2115
7956,M,4,6,1,1005,M,S,4838,C,0,-8,false,2115
7957,M,2,2,1,1005,M,F,4839,C,1,-7,true,2116
7958,M,3,3,-1,1005,M,F,4840,C,-1,-8,false,2116
7959,M,3,3,-1,1005,M,F,4841,S,-1,-9,false,2116
7960,M,3,5,-1,1005,M,S,4841,C,0,-9,false,2116
7961,M,2,2,1,1005,M,F,4842,C,1,-8,true,2117
7962,M,3,3,-1,1005,L,F,4843,C,-1,-9,false,2117
7963,P,1,1,-1,1006,M,F,4844,S,-1,-10,false,2117
7964,M,3,4,1,1006,M,S,4844,S,0,-10,false,2117
7965,M,3,5,-1,1006,M,S,4844,C,0,-10,false,2117
7966,M,3,3,-1,1006,M,F,4845,C,-1,-11,false,2117
7967,M,2,2,1,1006,M,F,4846,S,1,-10,true,2118
7968,M,3,7,-1,1006,M,S,4846,C,0,-10,false,2118
7969,M,2,2,1,1006,M,F,4847,C,1,-9,true,2119
7970,M,3,3,-1,1006,M,F,4848,C,-1,-10,false,2119
7971,M,2,2,1,1006,M,F,4849,S,1,-9,true,2120
7972,M,2,3,-1,1006,M,S,4849,C,0,-9,false,2120
7973,M,3,3,-1,1006,M,F,4850,S,-1,-10,false,2120
7974,M,3,4,1,1006,M,S,4850,S,0,-10,false,2120
7975,M,3,4,1,1006,M,S,4850,S,0,-10,false,2120
7976,M,2,4,1,1006,M,S,4850,C,0,-10,false,2120
7977,M,2,2,1,1006,M,F,4851,C,1,-9,true,2121
7978,M,2,2,1,1006,M,F,4852,C,1,-8,true,2122
7979,M,2,2,1,1006,M,F,4853,S,1,-7,true,2123
7980,M,5,6,1,1006,M,S,4853,C,0,-7,false,2123
7981,M,2,2,1,1006,M,F,4854,C,1,-6,true,2124
7982,M,3,3,-1,1006,M,F,4855,S,-1,-7,false,2124
7983,M,2,3,-1,1006,M,S,4855,S,0,-7,false,2124
7984,M,2,5,-1,1006,M,S,4855,C,0,-7,false,2124
7985,M,2,2,1,1006,M,F,4856,S,1,-6,true,2125
7986,M,3,5,-1,1006,M,S,4856,S,0,-6,false,2125
7987,M,2,3,-1,1006,M,S,4856,S,0,-6,false,2125
7988,M,2,3,-1,1006,M,S,4856,C,0,-6,false,2125
7989,M,2,2,1,1006,M,F,4857,C,1,-5,true,2126
7990,M,4,4,1,1006,M,F,4858,C,1,-4,false,2126
7991,M,2,2,1,1006,M,F,4859,S,1,-3,true,2127
7992,M,3,7,-1,1006,L,S,4859,C,0,-3,false,2127
7993,P,1,1,-1,1007,M,F,4860,C,-1,-4,false,2127
7994,M,3,3,-1,1007,M,F,4861,C,-1,-5,false,2127
7995,M,4,4,1,1007,M,F,4862,S,1,-4,false,2127
7996,M,2,3,-1,1007,M,S,4862,C,0,-4,false,2127
7997,M,2,2,1,1007,M,F,4863,C,1,-3,true,2128
7998,M,4,4,1,1007,M,F,4864,C,1,-2,false,2128
7999,M,2,2,1,1007,M,F,4865,S,1,-1,true,2129
8000,M,2,9,-1,1007,M,S,4865,S,0,-1,false,2129
8001,M,3,4,1,1007,M,S,4865,C,0,-1,false,2129
8002,M,2,2,1,1007,M,F,4866,C,1,0,true,2130
8003,M,2,2,1,1007,M,F,4867,S,1,1,true,2131
8004,M,4,5,-1,1007,M,S,4867,C,0,1,false,2131
8005,M,2,2,1,1007,M,F,4868,C,1,2,true,2132
8006,M,2,2,1,1007,M,F,4869,C,1,3,true,2133
8007,M,3,3,-1,1007,M,F,4870,S,-1,2,false,2133
8008,M,4,6,1,1007,L,S,4870,C,0,2,false,2133
8009,P,1,1,-1,1008,M,F,4871,S,-1,1,false,2133
8010,M,4,5,-1,1008,L,S,4871,C,0,1,false,2133
8011,P,1,1,-1,1009,M,F,4872,S,-1,0,false,2133
8012,M,2,3,-1,1009,M,S,4872,C,0,0,false,2133
8013,M,2,2,1,1009,M,F,4873,C,1,1,true,2134
8014,M,2,2,1,1009,M,F,4874,C,1,2,true,2135
8015,M,3,3,-1,1009,M,F,4875,S,-1,1,false,2135
8016,M,3,6,1,1009,L,S,4875,C,0,1,false,2135
8017,P,1,1,-1,1010,M,F,4876,C,-1,0,false,2135
8018,M,3,3,-1,1010,M,F,4877,S,-1,-1,false,2135
8019,M,2,7,-1,1010,M,S,4877,S,0,-1,false,2135
8020,M,3,4,1,1010,M,S,4877,C,0,-1,false,2135
8021,M,2,2,1,1010,M,F,4878,C,1,0,true,2136
8022,M,4,4,1,1010,M,F,4879,C,1,1,false,2136
8023,M,2,2,1,1010,M,F,4880,S,1,2,true,2137
8024,M,3,5,-1,1010,M,S,4880,S,0,2,false,2137
8025,M,3,4,1,1010,M,S,4880,C,0,2,false,2137
8026,M,2,2,1,1010,M,F,4881,C,1,3,true,2138
8027,M,2,2,1,1010,M,F,4882,S,1,4,true,2139
8028,M,3,5,-1,1010,M,S,4882,C,0,4,false,2139
8029,M,3,3,-1,1010,M,F,4883,C,-1,3,false,2139
8030,M,4,4,1,1010,M,F,4884,C,1,4,false,2139
8031,M,2,2,1,1010,M,F,4885,S,1,5,true,2140
8032,M,2,6,1,1010,M,S,4885,C,0,5,false,2140
8033,M,2,2,1,1010,M,F,4886,C,1,6,true,2141
8034,M,4,4,1,1010,M,F,4887,C,1,7,false,2141
8035,M,2,2,1,1010,M,F,4888,S,1,8,true,2142
8036,M,3,5,-1,1010,M,S,4888,S,0,8,false,2142
8037,M,3,4,1,1010,M,S,4888,C,0,8,false,2142
8038,M,2,2,1,1010,L,F,4889,C,1,9,true,2143
8039,P,1,1,-1,1011,M,F,4890,S,-1,8,false,2143
8040,M,4,6,1,1011,M,S,4890,C,0,8,false,2143
8041,M,3,3,-1,1011,M,F,4891,C,-1,7,false,2143
8042,M,2,2,1,1011,M,F,4892,C,1,8,true,2144
8043,M,3,3,-1,1011,M,F,4893,S,-1,7,false,2144
8044,M,2,3,-1,1011,M,S,4893,C,0,7,false,2144
8045,M,2,2,1,1011,M,F,4894,S,1,8,true,2145
8046,M,3,5,-1,1011,M,S,4894,C,0,8,false,2145
8047,M,2,2,1,1011,M,F,4895,S,1,9,true,2146
8048,M,2,5,-1,1011,M,S,4895,C,0,9,false,2146
8049,M,2,2,1,1011,M,F,4896,S,1,10,true,2147
8050,M,4,5,-1,1011,M,S,4896,C,0,10,false,2147
8051,M,2,2,1,1011,M,F,4897,S,1,11,true,2148
8052,M,4,5,-1,1011,L,S,4897,C,0,11,false,2148
8053,P,1,1,-1,1012,M,F,4898,C,-1,10,false,2148
8054,M,2,2,1,1012,M,F,4899,S,1,11,true,2149
8055,M,3,4,1,1012,M,S,4899,S,0,11,false,2149
8056,M,3,5,-1,1012,M,S,4899,C,0,11,false,2149
8057,M,2,2,1,1012,M,F,4900,C,1,12,true,2150
8058,M,4,4,1,1012,L,F,4901,C,1,13,false,2150
8059,P,1,1,-1,1013,M,F,4902,S,-1,12,false,2150
8060,M,4,5,-1,1013,M,S,4902,C,0,12,false,2150
8061,M,2,2,1,1013,M,F,4903,C,1,13,true,2151
8062,M,3,3,-1,1013,M,F,4904,C,-1,12,false,2151
8063,M,2,2,1,1013,M,F,4905,S,1,13,true,2152
8064,M,3,10,1,1013,M,S,4905,C,0,13,false,2152
8065,M,2,2,1,1013,M,F,4906,C,1,14,true,2153
8066,M,3,3,-1,1013,M,F,4907,C,-1,13,false,2153
8067,M,2,2,1,1013,M,F,4908,S,1,14,true,2154
8068,M,2,3,-1,1013,L,S,4908,C,0,14,false,2154
8069,P,1,1,-1,1014,M,F,4909,C,-1,13,false,2154
8070,M,4,4,1,1014,M,F,4910,C,1,14,false,2154
8071,M,2,2,1,1014,M,F,4911,S,1,15,true,2155
8072,M,2,4,1,1014,M,S,4911,S,0,15,false,2155
8073,M,3,5,-1,1014,M,S,4911,C,0,15,false,2155
8074,M,3,3,-1,1014,M,F,4912,S,-1,14,false,2155
8075,M,3,4,1,1014,M,S,4912,S,0,14,false,2155
8076,M,3,4,1,1014,M,S,4912,C,0,14,false,2155
8077,M,2,2,1,1014,M,F,4913,C,1,15,true,2156
8078,M,3,3,-1,1014,M,F,4914,C,-1,14,false,2156
8079,M,2,2,1,1014,M,F,4915,S,1,15,true,2157
8080,M,3,6,1,1014,L,S,4915,C,0,15,false,2157
8081,P,1,1,-1,1015,M,F,4916,S,-1,14,false,2157
8082,M,3,4,1,1015,M,S,4916,C,0,14,false,2157
8083,M,2,2,1,1015,M,F,4917,S,1,15,true,2158
8084,M,3,4,1,1015,M,S,4917,S,0,15,false,2158
8085,M,4,5,-1,1015,M,S,4917,C,0,15,false,2158
8086,M,3,3,-1,1015,L,F,4918,C,-1,14,false,2158
8087,P,1,1,-1,1016,M,F,4919,S,-1,13,false,2158
8088,M,3,5,-1,1016,L,S,4919,C,0,13,false,2158
8089,P,1,1,-1,1017,M,F,4920,C,-1,12,false,2158
8090,M,3,3,-1,1017,M,F,4921,S,-1,11,false,2158
8091,M,3,4,1,1017,M,S,4921,S,0,11,false,2158
8092,M,3,5,-1,1017,L,S,4921,C,0,11,false,2158
8093,P,1,1,-1,1018,M,F,4922,C,-1,10,false,2158
8094,M,4,4,1,1018,M,F,4923,C,1,11,false,2158
8095,M,2,2,1,1018,M,F,4924,S,1,12,true,2159
8096,M,3,7,-1,1018,M,S,4924,C,0,12,false,2159
8097,M,2,2,1,1018,M,F,4925,C,1,13,true,2160
8098,M,2,2,1,1018,M,F,4926,C,1,14,true,2161
8099,M,3,3,-1,1018,M,F,4927,S,-1,13,false,2161
8100,M,3,8,1,1018,L,S,4927,C,0,13,false,2161
8101,P,1,1,-1,1019,M,F,4928,C,-1,12,false,2161
8102,M,2,2,1,1019,M,F,4929,C,1,13,true,2162
8103,M,3,3,-1,1019,M,F,4930,S,-1,12,false,2162
8104,M,2,4,1,1019,M,S,4930,C,0,12,false,2162
8105,M,2,2,1,1019,M,F,4931,C,1,13,true,2163
8106,M,4,4,1,1019,M,F,4932,S,1,14,false,2163
8107,M,2,3,-1,1019,M,S,4932,S,0,14,false,2163
8108,M,2,3,-1,1019,M,S,4932,S,0,14,false,2163
8109,M,3,4,1,1019,M,S,4932,C,0,14,false,2163
8110,M,3,3,-1,1019,L,F,4933,C,-1,13,false,2163
8111,P,1,1,-1,1020,M,F,4934,S,-1,12,false,2163
8112,M,3,7,-1,1020,M,S,4934,C,0,12,false,2163
8113,M,3,3,-1,1020,M,F,4935,C,-1,11,false,2163
8114,M,2,2,1,1020,M,F,4936,C,1,12,true,2164
8115,M,3,3,-1,1020,M,F,4937,S,-1,11,false,2164
8116,M,2,3,-1,1020,L,S,4937,C,0,11,false,2164
8117,P,1,1,-1,1021,M,F,4938,S,-1,10,false,2164
8118,M,4,5,-1,1021,M,S,4938,C,0,10,false,2164
8119,M,2,2,1,1021,M,F,4939,S,1,11,true,2165
8120,M,4,6,1,1021,M,S,4939,C,0,11,false,2165
8121,M,2,2,1,1021,M,F,4940,C,1,12,true,2166
